NEIGHBOURHOOD_ID,neighbourhood_name,TOT_HOSPITALIZED,TOT_IN_ICU,TOT_INTUBATED,ACTIVE_CASES,FATAL_CASES,RESOLVED_CASES,TOTAL_CASES,INFECT_CLOSE_CONT,INFECT_OB_CONGR,INFECT_OB_HEALTH,INFECT_OB_OTHER,INFECT_NO_INFO,INFECT_COMMUNITY,INFECT_TRAVEL,INFECT_PENDING,P_FATALITY_RATE,P_Hospital_RATE,P_ICU_RATE,P_INFECT_CLOSE_CONT,P_INFECT_OB_CONGR,P_INFECT_OB_HEALTH,P_INFECT_OB_OTHER,P_INFECT_NO_INFO,P_INFECT_COMMUNITY,P_INFECT_TRAVEL,P_INFECT_PENDING,NBH_NIA_IND,NBH_SH_UNITS,NBH_SH_RGI,AGE1_0_to_14,AGE1_15_to_24,AGE1_25_to_54,AGE1_55_to_64,AGE1_65_to_84,AGE1_85_up,COMM_Vehicle_Driver,COMM_Vehicle_PASs,COMM_Public_Transit,COMM_Walk,COMM_Bicycle,COMM_Other,COMM_Tot,EDU_Tot,EDU_None,EDU_HS_Lower,EDU_High_School,EDU_College_Trades,EDU_University,DWEL_SD_House,DWEL_Apart,DWEL_Attached,DWEL_Movable,INCHH_Under_25000,INCHH_25000_50000,INCHH_50000_99999,INCHH_Over_100000,INCHH_25000_99999,INCIND_Pop_with_amount,INCIND_Population_15up,P_INCIND_Total_Avg,INCIND_pop_low_inc,P_INCIND_pop_low_inc,HH_1_Person,HH_2_Persons,HH_3_Persons,HH_4_Persons,HH_5_Persons,P_HH_Avg_Size,HH_Tot,IMM_Before_1981,IMM_1981_2000,IMM_2001_2016,IMM_Non_Imm,IMM_Non_Perm_res,IMM_No,IMM_Yes,IND_Cat_11,IND_Cat_21,IND_Cat_22,IND_Cat_23,IND_Cat_31,IND_Cat_41,IND_Cat_44,IND_Cat_48,IND_Cat_51,IND_Cat_52,IND_Cat_53,IND_Cat_54,IND_Cat_55,IND_Cat_56,IND_Cat_61,IND_Cat_62,IND_Cat_71,IND_Cat_72,IND_Cat_81,IND_Cat_91,IND_Tot,IND_Ess_Yes,IND_Ess_NO,OCC_NA,OCC_Cat_0,OCC_Cat_1,OCC_Cat_2,OCC_Cat_3,OCC_Cat_4,OCC_Cat_5,OCC_Cat_6,OCC_Cat_7,OCC_Cat_8,OCC_Cat_9,OCC_Tot,OCC_Ess_No,OCC_Ess_Yes,VM_Black,VM_South_ASian,VM_EASt_ASian,VM_SOUTheASt_ASian,VM_West_ASian,VM_Latin_American,VM_Multiple,VM_Not_Vismin,VM_Other,VM_Mult_Oth,VM_No,VM_Yes,POP_population,POP_land_area,POP_density,AGE_00_to_19,AGE_20_to_39,AGE_40_to_64,AGE_65_UP,P_AGE1_0_to_14,P_AGE1_15_to_24,P_AGE1_25_to_54,P_AGE1_55_to_64,P_AGE1_65_to_84,P_AGE1_85_UP,P_AGE_00_to_19,P_AGE_20_to_39,P_AGE_40_to_64,P_AGE_65_up,P_COMM_Bicycle,P_COMM_Other,P_COMM_Public_Transit,P_COMM_Vehicle_Driver,P_COMM_Vehicle_PASs,P_COMM_Walk,P_DWEL_Apart,P_DWEL_Attached,P_DWEL_Movable,P_DWEL_SD_House,P_EDU_College_Trades,P_EDU_High_School,P_EDU_HS_Lower,P_EDU_None,P_EDU_University,P_HH_1_Person,P_HH_2_Persons,P_HH_3_Persons,P_HH_4_Persons,P_HH_5_Persons,P_IMM_1981_2000,P_IMM_2001_2016,P_IMM_Before_1981,P_IMM_Non_Imm,P_IMM_1Non_Perm_Res,P_IMM_Yes,P_IMM_No,P_INC_25000_50000,P_INC_50000_99999,P_INC_Over_100000,P_INC_Under_25000,P_INC_25000_99999,P_IND_Cat_11,P_IND_Cat_21,P_IND_Cat_22,P_IND_Cat_23,P_IND_Cat_31,P_IND_Cat_41,P_IND_Cat_44,P_IND_Cat_48,P_IND_Cat_51,P_IND_Cat_52,P_IND_Cat_53,P_IND_Cat_54,P_IND_Cat_55,P_IND_Cat_56,P_IND_Cat_61,P_IND_Cat_62,P_IND_Cat_71,P_IND_Cat_72,P_IND_Cat_81,P_IND_Cat_91,P_IND_Ess_Yes,P_IND_Ess_No,P_NBH_SH_UNITS,NIA_IND,P_OCC_0,P_OCC_1,P_OCC_2,P_OCC_3,P_OCC_4,P_OCC_5,P_OCC_6,P_OCC_7,P_OCC_8,P_OCC_9,P_OCC_NA,P_OCC_Ess_Yes,P_OCC_Ess_No,P_VM_Black,P_VM_EASt_ASian,P_VM_Latin_American,P_VM_Multiple,P_VM_Not_Vismin,P_VM_Other,P_VM_SOUTh_ASian,P_VM_SOUTheASt_ASian,P_VM_West_ASian,P_VM_No,P_VM_Yes,P_VM_Mult_Oth,INFECTION_RATE
27,York University Heights,129,18,16,81,72,1706,1859,134,15,229,75,607,444,20,19,0.0387305003,0.0693921463,0.0096826251,0.0720817644,0.0080688542,0.1231845078,0.0403442711,0.3265196342,0.238838085,0.0107584723,0.0102205487,1,511,411,"4,045","4,750","12,290","2,965","3,530",400,"5,945",665,"5,405",585,115,75,"12,790","15,190","2,270",6145,"3,875",3835,5235,"1,235","5,505","3,430",0,1960,2745,3530,1955,6275,"22,230","23,530","29,958","6,195",23,"2,660","2,825","1,860","1,495","1,325",3,"10,165","3,215",5315,7040,"10,295","1,690",11985,15570,10,30,45,"1,075","1,965",625,"1,690",755,315,670,330,940,20,"1,010",935,"1,235",245,"1,170",675,425,"14,145",9575,4590,670,795,"2,210",905,695,"1,430",330,"4,140","1,940",75,"1,595","14,815",5670,9115,"5,205","4,180",1920,4020,885,"1,765",620,"8,430",535,1240,"8,430",19130,"27,593",13,"2,086",5785,9895,8380,3520,0.1465951509,0.1721451093,0.4454028196,0.1074547893,0.127930997,0.0144964303,0.2096546225,0.3586054434,0.3037002138,0.1275685862,0.0089913995,0.0058639562,0.422595778,0.4648162627,0.0519937451,0.0457388585,0.5415641909,0.337432366,0,0.1214953271,0.2524687294,0.2551020408,0.4045424621,0.1494404213,0.344634628,0.261682243,0.2779144122,0.1829808165,0.1470732907,0.1303492376,0.192621317,0.2551371725,0.1165150582,0.3731018737,0.0612474178,0.5642735476,0.4343492915,0.2700442696,0.3472700443,0.1923266109,0.1928184948,0.6173143138,0.0007069636,0.0021208908,0.0031813362,0.0759985861,0.1389183457,0.0441852245,0.1194768469,0.0533757511,0.0222693531,0.0473665606,0.0233297985,0.0664545776,0.0014139272,0.0714033227,0.0661010958,0.0873100035,0.017320608,0.0827147402,0.0477200424,0.0300459526,0.6769176387,0.3244962884,0.0056935299,1,0.0536618292,0.1491731353,0.0610867364,0.0469119136,0.0965237935,0.0222747216,0.2794465069,0.1309483631,0.0050624367,0.1076611542,0.0452244347,0.6152548093,0.382720216,0.1886347987,0.0695828652,0.0639654985,0.0224694669,0.3055122676,0.0193889755,0.1514876962,0.1456891241,0.0320733519,0.3055122676,0.6932917769,0.0449389338,0.067
28,Rustic,43,8,6,14,21,358,393,20,2,91,8,105,90,3,9,0.0534351145,0.1094147583,0.0203562341,0.0508905852,0.0050890585,0.2315521628,0.0203562341,0.2671755725,0.2290076336,0.0076335878,0.0229007634,1,1292,1145,"1,940","1,405","3,615","1,115","1,865",365,"1,905",200,"1,370",90,0,25,"3,590","4,715",955,2475,"1,520",1475,760,"1,150","1,965",535,0,905,1090,995,675,2085,"7,380","7,825","31,800","2,360",24,890,"1,065",710,575,405,3,"3,650","1,690",2095,1320,"4,495",150,4645,5105,10,0,10,390,350,170,515,345,60,170,80,180,10,315,235,440,50,235,265,140,"3,960",2855,1115,140,200,615,160,220,455,60,"1,190",745,35,275,"4,100",1490,2605,"3,455",420,135,615,75,735,240,"3,945",120,480,"3,945",5795,"9,941",2,"4,734",2665,2355,3065,1865,0.1951513932,0.1413338698,0.3636455085,0.1121617544,0.1876068806,0.0367166281,0.2680816819,0.2368976964,0.3083190826,0.1876068806,0,0.0069637883,0.3816155989,0.5306406685,0.0557103064,0.0250696379,0.5383561644,0.1465753425,0,0.3150684932,0.3128313892,0.3223753977,0.5249204666,0.2025450689,0.1611876988,0.2438356164,0.2917808219,0.1945205479,0.1575342466,0.1109589041,0.210743386,0.1327834222,0.1700030178,0.45216779,0.0150890252,0.513529826,0.4672568152,0.298630137,0.2726027397,0.1849315068,0.2479452055,0.5712328767,0.0025252525,0,0.0025252525,0.0984848485,0.0883838384,0.0429292929,0.1300505051,0.0871212121,0.0151515152,0.0429292929,0.0202020202,0.0454545455,0.0025252525,0.0795454545,0.0593434343,0.1111111111,0.0126262626,0.0593434343,0.0669191919,0.0353535354,0.720959596,0.2815656566,0.0143953828,1,0.0487804878,0.15,0.0390243902,0.0536585366,0.1109756098,0.0146341463,0.2902439024,0.1817073171,0.0085365854,0.0670731707,0.0341463415,0.6353658537,0.3634146341,0.3475505482,0.0135801227,0.0739362237,0.0241424404,0.396841364,0.0120712202,0.0422492707,0.0618650035,0.0075445126,0.396841364,0.5829393421,0.0482848808,0.040
29,Maple Leaf,60,13,11,26,28,707,761,58,2,90,52,261,140,1,10,0.0367936925,0.0788436268,0.0170827858,0.0762155059,0.0026281209,0.1182654402,0.0683311432,0.3429697766,0.1839684625,0.0013140604,0.0131406045,0,175,80,"1,500","1,265","4,110","1,205","2,030",380,"2,495",225,"1,620",180,10,60,"4,580","5,380",880,2395,"1,515",1370,1605,"1,635",800,"1,115",5,415,910,1275,960,2185,"7,970","8,375","37,108","1,160",12,765,"1,025",680,665,420,3,"3,555","1,885",1455,1905,"4,345",270,4615,5245,20,10,10,540,590,140,565,215,100,225,145,240,0,400,330,560,45,410,340,125,"5,005",3620,1390,140,410,715,250,300,435,170,"1,500",735,50,440,"5,145",1980,3165,790,985,205,1470,45,645,100,"5,565",55,200,"5,565",4295,"10,111",3,"4,012",2100,2565,3420,2025,0.1483532786,0.125111265,0.4064879834,0.1191771338,0.200771437,0.0375828306,0.2076945901,0.2536841064,0.3382454752,0.2002769261,0.0021834061,0.0131004367,0.3537117904,0.5447598253,0.0491266376,0.03930131,0.2250351617,0.3136427567,0.0014064698,0.4599156118,0.2546468401,0.281598513,0.4451672862,0.1635687732,0.2983271375,0.2151898734,0.288326301,0.1912798875,0.1870604782,0.1181434599,0.1439026802,0.1884086638,0.1864306201,0.429729997,0.0267035901,0.5187419642,0.4564335872,0.2559774965,0.358649789,0.2700421941,0.1167369902,0.6146272855,0.003996004,0.001998002,0.001998002,0.1078921079,0.1178821179,0.027972028,0.1128871129,0.042957043,0.01998002,0.044955045,0.028971029,0.047952048,0,0.0799200799,0.0659340659,0.1118881119,0.008991009,0.0819180819,0.0679320679,0.024975025,0.7232767233,0.2777222777,0.001949839,0,0.0796890185,0.1389698737,0.0485908649,0.0583090379,0.084548105,0.0330417881,0.2915451895,0.1428571429,0.009718173,0.0855199223,0.0272108844,0.6151603499,0.3848396501,0.0781327267,0.0202749481,0.0637919098,0.0098902186,0.5503906636,0.0054396202,0.097418653,0.145386213,0.0044505984,0.5503906636,0.4247848877,0.0197804371,0.075
30,Brookhaven-Amesbury,50,12,8,53,10,887,950,67,2,52,43,299,249,4,15,0.0105263158,0.0526315789,0.0126315789,0.0705263158,0.0021052632,0.0547368421,0.0452631579,0.3147368421,0.2621052632,0.0042105263,0.0157894737,0,849,492,"3,360","2,460","7,625","2,185","2,130",285,"3,825",395,"3,380",255,25,55,"7,925","9,715","2,200",4955,"2,755",2825,1935,"1,790","3,745",950,0,1195,1860,2215,1235,4075,"13,510","14,345","32,483","3,410",19,"1,545","1,760","1,335","1,045",780,3,"6,485","1,970",3875,3890,"7,580",390,7970,9735,10,20,45,925,"1,130",385,"1,050",495,200,415,200,415,10,740,400,915,160,580,475,210,"8,755",6310,2470,350,470,"1,230",345,405,820,165,"2,815","1,645",95,750,"9,105",3030,6060,"4,770","1,190",510,2345,180,"1,880",455,"6,075",295,910,"6,075",11625,"17,757",4,"5,045",4525,5090,6020,2120,0.1892211522,0.138536915,0.4294081207,0.1230500648,0.1199526947,0.0160500084,0.2548290815,0.2866475193,0.3390212311,0.1193895365,0.0031545741,0.0069400631,0.4264984227,0.4826498423,0.0498422713,0.0321766562,0.5774865073,0.1464919044,0,0.2760215883,0.2907874421,0.2835820896,0.5100360268,0.2264539372,0.1991765311,0.2382420971,0.2713955281,0.2058596762,0.1611410948,0.1202775636,0.2182237991,0.2190685364,0.1109421637,0.4268739089,0.0219631695,0.5482344991,0.4488370783,0.2868157286,0.3415574402,0.1904394757,0.1842713955,0.6283731689,0.0011422045,0.0022844089,0.00513992,0.1056539121,0.1290691034,0.0439748715,0.1199314677,0.0565391205,0.0228440891,0.0474014849,0.0228440891,0.0474014849,0.0011422045,0.0845231296,0.0456881782,0.1045117076,0.0182752713,0.0662478584,0.0542547116,0.0239862935,0.7207310109,0.2821245003,0.0094595046,0,0.051619989,0.1350906096,0.0378912685,0.0444810544,0.0900604064,0.018121911,0.3091707853,0.1806699616,0.0104338276,0.0823723229,0.0384404174,0.665568369,0.3327841845,0.2686264572,0.0287210677,0.1058737399,0.0256236977,0.3421186011,0.0166131666,0.0670158247,0.1320605958,0.0101368474,0.3421186011,0.6546713972,0.0512473954,0.054
31,Yorkdale-Glen Park,81,16,10,21,51,859,931,47,3,234,30,303,171,2,6,0.0547798067,0.0870032223,0.0171858217,0.0504833512,0.0032223416,0.2513426423,0.0322234157,0.3254564984,0.1836734694,0.0021482277,0.0064446831,0,657,369,"1,960","1,870","5,860","1,810","3,295",775,"3,205",355,"2,400",360,30,85,"6,420","7,555","1,250",3365,"2,115",2005,2200,"2,165","1,185","1,990",0,750,1315,1730,1565,3045,"11,490","12,060","38,527","1,945",14,"1,355","1,615","1,010",780,590,3,"5,345","2,835",2270,2165,"6,380",375,6755,7270,10,10,20,625,605,270,755,315,135,525,235,520,0,520,520,650,115,465,505,220,"7,030",4440,2580,205,550,"1,175",360,315,900,180,"2,025","1,015",45,465,"7,245",3165,4070,"1,460",865,945,1645,100,710,350,"7,695",235,700,"7,695",6310,"14,804",6,"2,451",2875,3775,4855,3300,0.1323966496,0.1263172116,0.3958389624,0.1222642529,0.2225749797,0.052350716,0.1942042691,0.254998649,0.3279519049,0.2229127263,0.0046728972,0.0132398754,0.3738317757,0.4992211838,0.0552959502,0.0560747664,0.2217025257,0.3723105706,0,0.40505145,0.2653871608,0.2799470549,0.4454003971,0.1654533422,0.2911978822,0.2535079514,0.3021515435,0.1889616464,0.1459307764,0.110383536,0.153336936,0.1462442583,0.1915022967,0.4309646042,0.0253309916,0.4910834909,0.4562955958,0.2460243218,0.3236669785,0.2927970065,0.1403180543,0.5696913003,0.0014224751,0.0014224751,0.0028449502,0.0889046942,0.086059744,0.0384068279,0.1073968706,0.0448079659,0.0192034139,0.0746799431,0.033428165,0.0739687055,0,0.0739687055,0.0739687055,0.0924608819,0.0163584637,0.0661450925,0.0718349929,0.0312944523,0.6315789474,0.3669985775,0.0073202527,0,0.0759144237,0.1621808144,0.049689441,0.0434782609,0.1242236025,0.0248447205,0.2795031056,0.1400966184,0.0062111801,0.0641821946,0.0282953761,0.5617667357,0.4368530021,0.0986219941,0.0638340989,0.0479600108,0.0236422588,0.5197919481,0.0158740881,0.058430154,0.1111186166,0.0067549311,0.5197919481,0.4262361524,0.0472845177,0.063
32,Englemount-Lawrence,70,16,14,53,22,1286,1361,78,2,144,142,380,284,21,10,0.0161645849,0.05143277,0.0117560617,0.0573108009,0.0014695077,0.1058045555,0.1043350478,0.2792064658,0.2086700955,0.015429831,0.0073475386,0,2104,1701,"4,805","3,030","8,385","2,430","3,725",955,"3,890",265,"3,945",590,85,150,"8,920","10,750",765,2990,"2,225",2445,5315,"1,905","3,030","3,320",0,1735,1815,2550,2165,4365,"16,015","17,085","48,134","3,900",18,"2,830","2,010","1,240",970,"1,200",3,"8,250","2,245",3070,4470,"11,490",610,12100,9785,0,10,20,420,600,370,"1,085",375,240,635,380,"1,030",30,585,"1,055","1,420",190,700,975,280,"10,390",6160,4240,365,845,"1,750",560,840,"2,145",350,"2,650",785,45,450,"10,760",5650,5135,"2,305",365,590,4165,270,550,405,"13,030",190,810,"13,030",8840,"22,372",3,"6,466",6400,5665,6575,3715,0.2147774003,0.1354371536,0.3747988557,0.1086179153,0.1665027713,0.0426872877,0.2860718756,0.2532183086,0.2938941534,0.166055784,0.009529148,0.0168161435,0.442264574,0.4360986547,0.0297085202,0.0661434978,0.3672727273,0.4024242424,0,0.2309090909,0.2274418605,0.2069767442,0.2781395349,0.0711627907,0.4944186047,0.343030303,0.2436363636,0.1503030303,0.1175757576,0.1454545455,0.1372251028,0.1998033256,0.1003486501,0.5135884141,0.0272662256,0.4373770785,0.5408546397,0.22,0.3090909091,0.2624242424,0.2103030303,0.5290909091,0,0.0009624639,0.0019249278,0.0404234841,0.0577478345,0.0356111646,0.104427334,0.0360923965,0.0230991338,0.0611164581,0.0365736285,0.0991337825,0.0028873917,0.0563041386,0.1015399423,0.1366698749,0.0182868142,0.0673724735,0.093840231,0.0269489894,0.5928777671,0.4080846968,0.0234426357,0,0.0785315985,0.1626394052,0.0520446097,0.0780669145,0.1993494424,0.032527881,0.2462825279,0.0729553903,0.0041821561,0.0418215613,0.0339219331,0.4772304833,0.5250929368,0.1030305739,0.026372251,0.0245843018,0.0181029859,0.5824244591,0.0084927588,0.0163150367,0.1861702128,0.0120686573,0.5824244591,0.3951367781,0.0362059718,0.061
33,Clanton Park,18,5,2,14,1,471,486,41,2,23,39,153,126,8,5,0.0020576132,0.037037037,0.0102880658,0.0843621399,0.0041152263,0.0473251029,0.0802469136,0.3148148148,0.2592592593,0.0164609053,0.0102880658,0,569,328,"2,765","1,910","7,470","1,935","2,375",400,"4,195",280,"3,230",200,80,85,"8,075","9,360",385,2220,"1,835",2280,4870,"2,405","2,315","1,830",5,1030,1315,2070,2135,3385,"13,045","13,660","51,181","2,100",13,"2,040","1,885","1,075",895,665,3,"6,555","1,960",2275,3250,"8,425",510,8935,7485,0,20,30,470,610,380,855,300,220,565,330,970,20,440,800,"1,175",170,570,810,340,"9,070",5230,3845,200,855,"1,575",635,745,"1,810",310,"1,960",795,30,350,"9,275",5185,4080,560,400,725,3525,320,255,415,"10,115",120,830,"10,115",6320,"16,472",4,"3,979",3705,4865,5540,2375,0.1678606119,0.1159543468,0.4534968431,0.1174720738,0.1441840699,0.0242836328,0.2249271491,0.2953496843,0.3363283147,0.1441840699,0.0099071207,0.0105263158,0.4,0.519504644,0.0346749226,0.0247678019,0.3531655225,0.2791762014,0.0007627765,0.3668954996,0.2435897436,0.1960470085,0.2371794872,0.0411324786,0.5202991453,0.3112128146,0.2875667429,0.1639969489,0.1365369947,0.1014492754,0.1381131617,0.1973045168,0.1189898009,0.5114740165,0.0309616319,0.4544074794,0.5424356484,0.2006102212,0.3157894737,0.3257055683,0.1571319603,0.5163996949,0,0.0022050717,0.0033076075,0.0518191841,0.0672546858,0.0418963616,0.0942668137,0.033076075,0.0242557883,0.0622932745,0.0363836825,0.1069459757,0.0022050717,0.0485115766,0.0882028666,0.1295479603,0.0187431092,0.0628445424,0.0893054024,0.0374862183,0.5766262404,0.4239250276,0.0063397622,0,0.0921832884,0.1698113208,0.0684636119,0.0803234501,0.195148248,0.0334231806,0.2113207547,0.0857142857,0.0032345013,0.0377358491,0.0215633423,0.4398921833,0.5590296496,0.033997086,0.0440140845,0.0154808159,0.0251942691,0.6140723652,0.0072850898,0.0242836328,0.2139995143,0.0194269063,0.6140723652,0.3836813987,0.0503885381,0.030
34,Bathurst Manor,65,16,12,44,36,794,874,46,11,108,42,308,198,5,7,0.0411899314,0.0743707094,0.0183066362,0.0526315789,0.0125858124,0.1235697941,0.0480549199,0.352402746,0.2265446224,0.0057208238,0.0080091533,0,301,301,"2,325","1,940","6,655","2,030","2,940",710,"3,910",265,"2,870",215,15,90,"7,360","8,710",480,2310,"1,830",2010,4385,"2,105","2,055","1,925",0,1030,1190,1830,2020,3020,"12,715","13,260","45,936","2,205",14,"1,660","1,790","1,095",970,575,3,"6,095","2,015",2480,3525,"7,135",430,7565,8020,35,10,30,530,640,305,995,340,215,510,235,955,35,410,730,915,155,495,530,315,"8,385",4855,3530,235,845,"1,420",785,530,"1,325",345,"1,950",830,60,310,"8,620",4720,3915,550,550,995,2100,425,575,135,"10,165",95,270,"10,165",5425,"15,873",5,"3,377",3195,4240,5455,2925,0.1464751465,0.1222201222,0.4192654193,0.1278901279,0.1852201852,0.0447300447,0.2012852013,0.2671202671,0.3436653437,0.1842751843,0.0020380435,0.0122282609,0.3899456522,0.53125,0.0360054348,0.0292119565,0.3371616079,0.3158326497,0,0.3453650533,0.2307692308,0.2101033295,0.2652123995,0.05510907,0.5034443169,0.2723543888,0.293683347,0.1796554553,0.1591468417,0.0943396226,0.1562401562,0.2220752221,0.1269451269,0.4495054495,0.0270900271,0.5052605053,0.4765954766,0.1952420016,0.3002461034,0.3314191961,0.1689909762,0.495488105,0.0041741205,0.0011926058,0.0035778175,0.0632081097,0.076326774,0.0363744782,0.1186642815,0.0405485987,0.0256410256,0.060822898,0.0280262373,0.1138938581,0.0041741205,0.0488968396,0.0870602266,0.1091234347,0.0184853906,0.0590339893,0.0632081097,0.0375670841,0.5790101371,0.4209898629,0.0033537231,0,0.0980278422,0.1647331787,0.0910672854,0.0614849188,0.153712297,0.0400232019,0.2262180974,0.096287703,0.0069605568,0.035962877,0.027262181,0.4541763341,0.5475638051,0.0346500347,0.0626850627,0.0362250362,0.0085050085,0.6403956404,0.005985006,0.0346500347,0.1323001323,0.0267750268,0.6403956404,0.3417753418,0.017010017,0.055
35,Westminster-Branson,86,10,7,61,25,1559,1645,82,11,109,95,581,417,10,14,0.0151975684,0.0522796353,0.0060790274,0.0498480243,0.0066869301,0.0662613982,0.0577507599,0.3531914894,0.2534954407,0.0060790274,0.0085106383,0,966,646,"3,440","3,355","10,865","3,500","5,130","1,000","5,585",550,"5,275",345,60,110,"11,905","14,340",890,3735,"2,845",3545,7080,870,"7,735","1,620",0,2145,2655,3420,2005,6075,"21,540","22,715","32,724","5,290",20,"2,750","3,100","1,985","1,480",945,3,"10,235","2,350",5635,10160,"7,070",930,8000,18145,10,30,45,810,"1,535",455,"1,480",625,275,630,295,"1,170",25,875,750,"1,840",305,975,995,340,"13,525",9135,4330,525,875,"2,090","1,150","1,135","1,700",555,"3,460","1,545",35,950,"14,055",6370,7650,"1,050",720,1805,6110,1120,450,300,"14,410",150,600,"14,410",11705,"26,274",4,"7,339",4935,7130,9080,5170,0.1309279135,0.1276927761,0.4135266804,0.1332115399,0.1952500571,0.03806044,0.1878282713,0.271370937,0.345588795,0.1967724747,0.0050398992,0.0092398152,0.4430911382,0.4691306174,0.046199076,0.0289794204,0.7557401075,0.1582804104,0,0.0850024426,0.2472105997,0.1983960948,0.260460251,0.0620641562,0.4937238494,0.2686858818,0.3028822667,0.1939423547,0.1446018564,0.0923302394,0.2144705793,0.3866940702,0.0894420339,0.2690873106,0.0353962092,0.6906066834,0.3044835198,0.2594040059,0.334147533,0.1958964338,0.2095749878,0.5935515388,0.0007393715,0.0022181146,0.0033271719,0.0598890943,0.1134935305,0.0336414048,0.1094269871,0.0462107209,0.0203327172,0.0465804067,0.0218114603,0.0865064695,0.0018484288,0.0646950092,0.0554528651,0.1360443623,0.0225508318,0.0720887246,0.0735674677,0.0251386322,0.6754158965,0.3201478743,0.0107631113,0,0.0622554251,0.1487015297,0.0818214159,0.08075418,0.1209533974,0.0394877268,0.2461757382,0.1099252935,0.002490217,0.0675916044,0.0373532551,0.5442902882,0.4532194948,0.039963462,0.0686990942,0.017127198,0.011418132,0.5484509401,0.005709066,0.0274035168,0.2325492883,0.0426276928,0.5484509401,0.44549745,0.022836264,0.063
36,Newtonbrook West,80,11,6,72,17,1174,1263,58,141,120,51,359,318,7,12,0.0134600158,0.063341251,0.008709422,0.045922407,0.1116389549,0.0950118765,0.0403800475,0.2842438638,0.2517814727,0.0055423595,0.0095011876,0,380,61,"2,810","3,325","10,410","3,110","4,165",685,"4,760",625,"4,535",470,55,130,"10,565","13,475",700,3620,"2,920",2870,7005,"2,530","4,400","2,030",0,1970,2150,2660,2175,4810,"19,580","20,830","34,904","5,475",23,"2,145","2,740","1,795","1,375",915,3,"8,960","2,545",4100,9040,"6,450","1,510",7960,15685,25,30,50,685,"1,005",450,"1,320",400,305,925,310,"1,310",20,630,740,"1,425",240,975,855,365,"12,030",7295,4770,405,"1,180","1,830","1,190",915,"1,590",420,"3,060","1,105",85,675,"12,435",6210,6245,485,"1,025",4960,4540,1980,360,345,"9,805",120,690,"9,805",13815,"23,831",5,"5,070",4170,7150,8340,4145,0.1179136419,0.1395241492,0.436825983,0.1305022869,0.1747723553,0.0287440728,0.1749821661,0.3000293735,0.3499643322,0.1739331123,0.0052058684,0.0123047799,0.4292475154,0.4505442499,0.0591575958,0.0444865121,0.4910714286,0.2265625,0,0.2823660714,0.212987013,0.2166975881,0.2686456401,0.0519480519,0.519851577,0.2393973214,0.3058035714,0.2003348214,0.1534598214,0.1021205357,0.1720448156,0.3793378373,0.1067936721,0.2706558684,0.0633628467,0.658176325,0.3340187151,0.2399553571,0.296875,0.2427455357,0.2198660714,0.5368303571,0.002078138,0.0024937656,0.004156276,0.0569409809,0.0835411471,0.0374064838,0.1097256858,0.0332502078,0.0253532835,0.0768911056,0.0257689111,0.1088944306,0.0016625104,0.0523690773,0.0615128845,0.1184538653,0.0199501247,0.0810473815,0.0710723192,0.0303408146,0.606400665,0.3965087282,0.0042339361,0,0.0948934459,0.1471652593,0.0956976277,0.0735826297,0.1278648975,0.0337756333,0.246079614,0.0888620828,0.0068355448,0.0542822678,0.0325693607,0.5022114998,0.4993968637,0.0203516428,0.2081322647,0.0151063741,0.0144769418,0.4114388821,0.005035458,0.0430112039,0.1905081616,0.0830850573,0.4114388821,0.5797071042,0.0289538836,0.053
